Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Zuleima Aramendiz Meja,F,28.0,172.0,85.0,Colombia,COL,2004 Summer,2004,Athina,Athletics,Javelin Throw,
Zuleima Aramendiz Meja,F,32.0,172.0,85.0,Colombia,COL,2008 Summer,2008,Beijing,Athletics,Javelin Throw,
Julio Arango Pagnamenta,M,14.0,173.0,68.0,Colombia,COL,1964 Summer,1964,Tokyo,Swimming,400 metres Freestyle,
Julio Arango Pagnamenta,M,14.0,173.0,68.0,Colombia,COL,1964 Summer,1964,Tokyo,Swimming,"1,500 metres Freestyle",
Julio Arango Pagnamenta,M,18.0,173.0,68.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,200 metres Freestyle,
Julio Arango Pagnamenta,M,18.0,173.0,68.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,400 metres Freestyle,
Julio Arango Pagnamenta,M,18.0,173.0,68.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,"1,500 metres Freestyle",
Julio Arango Pagnamenta,M,18.0,173.0,68.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Freestyle Relay,
Julio Arango Pagnamenta,M,18.0,173.0,68.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,4 x 200 metres Freestyle Relay,
Isabella Arcila Hurtado,F,22.0,168.0,64.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Swimming,50 metres Freestyle,
Sandra Lorena Arenas Campuzano,F,18.0,160.0,50.0,Colombia,COL,2012 Summer,2012,London,Athletics,20 kilometres Walk,
Sandra Lorena Arenas Campuzano,F,22.0,160.0,50.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,20 kilometres Walk,
ider Orlando Arvalo Truque,M,19.0,165.0,60.0,Colombia,COL,2012 Summer,2012,London,Athletics,20 kilometres Walk,
ider Orlando Arvalo Truque,M,23.0,165.0,60.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,20 kilometres Walk,
Kellys Yesenia Arias Figueroa,F,27.0,150.0,47.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,
Hernando Arrechea,M,21.0,184.0,78.0,Colombia,COL,1968 Summer,1968,Mexico City,Athletics,110 metres Hurdles,
"Kittil Halvorsen ""Ketil"" Askildt",M,23.0,188.0,92.0,Norway,NOR,1924 Summer,1924,Paris,Athletics,Shot Put,
"Kittil Halvorsen ""Ketil"" Askildt",M,23.0,188.0,92.0,Norway,NOR,1924 Summer,1924,Paris,Athletics,Discus Throw,
"Kittil Halvorsen ""Ketil"" Askildt",M,27.0,188.0,92.0,Norway,NOR,1928 Summer,1928,Amsterdam,Athletics,Discus Throw,
Elin Austevoll,F,21.0,177.0,73.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,
Elin Austevoll,F,21.0,177.0,73.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,
Elin Austevoll,F,21.0,177.0,73.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,200 metres Individual Medley,
Per Olav Baarnaas,M,28.0,182.0,66.0,Norway,NOR,1948 Summer,1948,London,Athletics,50 kilometres Walk,
Kaare Erling Bache (Gjertsen-),M,21.0,174.0,80.0,Norway,NOR,1920 Summer,1920,Antwerpen,Athletics,Triple Jump,
Johan Theodor Badendyck,M,22.0,170.0,59.0,Norway,NOR,1924 Summer,1924,Paris,Athletics,"3,000 metres, Team",
Marius Bakken,M,22.0,183.0,63.0,Norway,NOR,2000 Summer,2000,Sydney,Athletics,"5,000 metres",
Marius Bakken,M,26.0,183.0,63.0,Norway,NOR,2004 Summer,2004,Athina,Athletics,"5,000 metres",
Bernardo Baloyes Navas,M,22.0,168.0,66.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,200 metres,
Luis Barbosa,M,27.0,159.0,56.0,Colombia,COL,1980 Summer,1980,Moskva,Athletics,Marathon,
Hernn Barreneche Ros,M,33.0,176.0,57.0,Colombia,COL,1972 Summer,1972,Munich,Athletics,Marathon,
Camilo Jos Becerra Velasco,M,20.0,184.0,75.0,Colombia,COL,2000 Summer,2000,Sydney,Swimming,50 metres Freestyle,
Camilo Jos Becerra Velasco,M,24.0,184.0,75.0,Colombia,COL,2004 Summer,2004,Athina,Swimming,50 metres Freestyle,
Camilo Jos Becerra Velasco,M,24.0,184.0,75.0,Colombia,COL,2004 Summer,2004,Athina,Swimming,100 metres Freestyle,
Camilo Jos Becerra Velasco,M,24.0,184.0,75.0,Colombia,COL,2004 Summer,2004,Athina,Swimming,100 metres Butterfly,
Camilo Jos Becerra Velasco,M,28.0,184.0,75.0,Colombia,COL,2008 Summer,2008,Beijing,Swimming,50 metres Freestyle,
Camilo Jos Becerra Velasco,M,28.0,184.0,75.0,Colombia,COL,2008 Summer,2008,Beijing,Swimming,100 metres Butterfly,
Tomas Alberto Becerra,M,15.0,150.0,55.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,4 x 100 metres Freestyle Relay,
Tomas Alberto Becerra,M,15.0,150.0,55.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,4 x 200 metres Freestyle Relay,
Tomas Alberto Becerra,M,15.0,150.0,55.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,100 metres Butterfly,
Tomas Alberto Becerra,M,15.0,150.0,55.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,200 metres Butterfly,
Tomas Alberto Becerra,M,15.0,150.0,55.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,400 metres Individual Medley,
Tomas Alberto Becerra,M,18.0,150.0,55.0,Colombia,COL,1972 Summer,1972,Munich,Swimming,400 metres Freestyle,
Tomas Alberto Becerra,M,18.0,150.0,55.0,Colombia,COL,1972 Summer,1972,Munich,Swimming,"1,500 metres Freestyle",
Tomas Alberto Becerra,M,22.0,150.0,55.0,Colombia,COL,1976 Summer,1976,Montreal,Swimming,200 metres Freestyle,
Tomas Alberto Becerra,M,22.0,150.0,55.0,Colombia,COL,1976 Summer,1976,Montreal,Swimming,400 metres Freestyle,
Finn Berg Bendixen,M,23.0,185.0,74.0,Norway,NOR,1972 Summer,1972,Munich,Athletics,Long Jump,
Pl Sverre Benum,M,29.0,179.0,67.0,Norway,NOR,1964 Summer,1964,Tokyo,Athletics,"10,000 metres",
Otto Berg (Jakobsen-),M,29.0,182.0,73.0,Norway,NOR,1936 Summer,1936,Berlin,Athletics,Long Jump,
Mette Bergmann,F,29.0,174.0,80.0,Norway,NOR,1992 Summer,1992,Barcelona,Athletics,Discus Throw,
Mette Bergmann,F,33.0,174.0,80.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,Discus Throw,
Alejandro Bermdez Tamayo,M,17.0,190.0,75.0,Colombia,COL,1992 Summer,1992,Barcelona,Swimming,400 metres Freestyle,
Alejandro Bermdez Tamayo,M,17.0,190.0,75.0,Colombia,COL,1992 Summer,1992,Barcelona,Swimming,"1,500 metres Freestyle",
Alejandro Bermdez Tamayo,M,17.0,190.0,75.0,Colombia,COL,1992 Summer,1992,Barcelona,Swimming,200 metres Backstroke,
Alejandro Bermdez Tamayo,M,17.0,190.0,75.0,Colombia,COL,1992 Summer,1992,Barcelona,Swimming,400 metres Individual Medley,
Alejandro Bermdez Tamayo,M,21.0,190.0,75.0,Colombia,COL,1996 Summer,1996,Atlanta,Swimming,400 metres Freestyle,
Alejandro Bermdez Tamayo,M,21.0,190.0,75.0,Colombia,COL,1996 Summer,1996,Atlanta,Swimming,400 metres Individual Medley,
Alejandro Bermdez Tamayo,M,25.0,190.0,75.0,Colombia,COL,2000 Summer,2000,Sydney,Swimming,200 metres Backstroke,
Alejandro Bermdez Tamayo,M,25.0,190.0,75.0,Colombia,COL,2000 Summer,2000,Sydney,Swimming,400 metres Individual Medley,
Berit Berthelsen (Tien-),F,20.0,171.0,62.0,Norway,NOR,1964 Summer,1964,Tokyo,Athletics,Long Jump,
Berit Berthelsen (Tien-),F,24.0,171.0,62.0,Norway,NOR,1968 Summer,1968,Mexico City,Athletics,Long Jump,
Berit Berthelsen (Tien-),F,24.0,171.0,62.0,Norway,NOR,1968 Summer,1968,Mexico City,Athletics,Pentathlon,
Roar Berthelsen,M,25.0,190.0,81.0,Norway,NOR,1960 Summer,1960,Roma,Athletics,Long Jump,
Ferdinand Reinhardt Bie,M,24.0,174.0,72.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,110 metres Hurdles,
Ferdinand Reinhardt Bie,M,24.0,174.0,72.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Long Jump,
Ferdinand Reinhardt Bie,M,24.0,174.0,72.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Pentathlon,Gold
Ferdinand Reinhardt Bie,M,24.0,174.0,72.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Decathlon,
Susann Jakobsen Bjrnsen,F,23.0,182.0,72.0,Norway,NOR,2016 Summer,2016,Rio de Janeiro,Swimming,50 metres Freestyle,
Susann Jakobsen Bjrnsen,F,23.0,182.0,72.0,Norway,NOR,2016 Summer,2016,Rio de Janeiro,Swimming,100 metres Freestyle,
Kathrine Bomstad (-Aldabe),F,21.0,172.0,62.0,Norway,NOR,1984 Summer,1984,Los Angeles,Swimming,200 metres Butterfly,
Kathrine Bomstad (-Aldabe),F,21.0,172.0,62.0,Norway,NOR,1984 Summer,1984,Los Angeles,Swimming,200 metres Individual Medley,
Kathrine Bomstad (-Aldabe),F,21.0,172.0,62.0,Norway,NOR,1984 Summer,1984,Los Angeles,Swimming,400 metres Individual Medley,
Arne Borgstrm,M,17.0,189.0,73.0,Norway,NOR,1976 Summer,1976,Montreal,Swimming,400 metres Freestyle,
Arne Borgstrm,M,17.0,189.0,73.0,Norway,NOR,1976 Summer,1976,Montreal,Swimming,4 x 200 metres Freestyle Relay,
Arne Borgstrm,M,25.0,189.0,73.0,Norway,NOR,1984 Summer,1984,Los Angeles,Swimming,400 metres Freestyle,
Arne Borgstrm,M,25.0,189.0,73.0,Norway,NOR,1984 Summer,1984,Los Angeles,Swimming,200 metres Individual Medley,
Arne Borgstrm,M,25.0,189.0,73.0,Norway,NOR,1984 Summer,1984,Los Angeles,Swimming,400 metres Individual Medley,
Zandra Patricia Borrero Daz,F,23.0,170.0,65.0,Colombia,COL,1996 Summer,1996,Atlanta,Athletics,100 metres,
Zandra Patricia Borrero Daz,F,23.0,170.0,65.0,Colombia,COL,1996 Summer,1996,Atlanta,Athletics,4 x 100 metres Relay,
Audun Boysen,M,23.0,181.0,66.0,Norway,NOR,1952 Summer,1952,Helsinki,Athletics,800 metres,
Audun Boysen,M,23.0,181.0,66.0,Norway,NOR,1952 Summer,1952,Helsinki,Athletics,"1,500 metres",
Audun Boysen,M,27.0,181.0,66.0,Norway,NOR,1956 Summer,1956,Melbourne,Athletics,800 metres,Bronze
Knut Tore Br,M,23.0,187.0,68.0,Norway,NOR,1972 Summer,1972,Munich,Athletics,"5,000 metres",
Knut Tore Br,M,27.0,187.0,68.0,Norway,NOR,1976 Summer,1976,Montreal,Athletics,"10,000 metres",
Bent Brask,M,18.0,198.0,91.0,Norway,NOR,1976 Summer,1976,Montreal,Swimming,4 x 200 metres Freestyle Relay,
Mirtha Brock Forbes,F,26.0,159.0,60.0,Colombia,COL,1996 Summer,1996,Atlanta,Athletics,100 metres,
Mirtha Brock Forbes,F,26.0,159.0,60.0,Colombia,COL,1996 Summer,1996,Atlanta,Athletics,4 x 100 metres Relay,
Mirtha Brock Forbes,F,30.0,159.0,60.0,Colombia,COL,2000 Summer,2000,Sydney,Athletics,4 x 100 metres Relay,
Birger Brodtkorb,M,20.0,175.0,73.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Standing High Jump,
Birger Brodtkorb,M,20.0,175.0,73.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Standing Long Jump,
Carl Fredrik Buns,M,20.0,180.0,78.0,Norway,NOR,1960 Summer,1960,Roma,Athletics,100 metres,
Carl Fredrik Buns,M,20.0,180.0,78.0,Norway,NOR,1960 Summer,1960,Roma,Athletics,200 metres,
Urige Arado Buta,M,33.0,180.0,64.0,Norway,NOR,2012 Summer,2012,London,Athletics,Marathon,
Yolanda Beatriz Caballero Prez,F,30.0,155.0,46.0,Colombia,COL,2012 Summer,2012,London,Athletics,Marathon,
Amparo Caicedo Mina,F,23.0,167.0,50.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,100 metres,
Amparo Caicedo Mina,F,23.0,167.0,50.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,4 x 100 metres Relay,
Amparo Caicedo Mina,F,23.0,167.0,50.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,4 x 400 metres Relay,
Norfalia Carabal Villegas,F,24.0,162.0,49.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,200 metres,
Norfalia Carabal Villegas,F,24.0,162.0,49.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,400 metres,
Norfalia Carabal Villegas,F,24.0,162.0,49.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,4 x 100 metres Relay,
Norfalia Carabal Villegas,F,24.0,162.0,49.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,4 x 400 metres Relay,
Norfalia Carabal Villegas,F,28.0,162.0,49.0,Colombia,COL,1992 Summer,1992,Barcelona,Athletics,400 metres,
Juan Carlos Cardona Rivas,M,30.0,165.0,60.0,Colombia,COL,2004 Summer,2004,Athina,Athletics,Marathon,
Juan Carlos Cardona Rivas,M,34.0,165.0,60.0,Colombia,COL,2008 Summer,2008,Beijing,Athletics,Marathon,
Juan Carlos Cardona Rivas,M,38.0,165.0,60.0,Colombia,COL,2012 Summer,2012,London,Athletics,Marathon,
Jos Alirio Carrasco Lemus,M,24.0,170.0,57.0,Colombia,COL,2000 Summer,2000,Sydney,Athletics,Marathon,
Jos Alirio Carrasco Lemus,M,28.0,170.0,57.0,Colombia,COL,2004 Summer,2004,Athina,Athletics,Marathon,
Yeseida Isaid Carrillo Torres,F,22.0,168.0,52.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,20 kilometres Walk,
Isabel Cristina Ceballos Rojas,F,17.0,168.0,62.0,Colombia,COL,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,
Isabel Cristina Ceballos Rojas,F,17.0,168.0,62.0,Colombia,COL,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,
Isabel Cristina Ceballos Rojas,F,21.0,168.0,62.0,Colombia,COL,2000 Summer,2000,Sydney,Swimming,100 metres Breaststroke,
Isabel Cristina Ceballos Rojas,F,21.0,168.0,62.0,Colombia,COL,2000 Summer,2000,Sydney,Swimming,200 metres Breaststroke,
Henrik Christiansen,M,19.0,191.0,,Norway,NOR,2016 Summer,2016,Rio de Janeiro,Swimming,200 metres Freestyle,
Henrik Christiansen,M,19.0,191.0,,Norway,NOR,2016 Summer,2016,Rio de Janeiro,Swimming,400 metres Freestyle,
Henrik Christiansen,M,19.0,191.0,,Norway,NOR,2016 Summer,2016,Rio de Janeiro,Swimming,"1,500 metres Freestyle",
Liliana Cian,F,16.0,160.0,53.0,Colombia,COL,1976 Summer,1976,Montreal,Swimming,100 metres Backstroke,
Liliana Cian,F,16.0,160.0,53.0,Colombia,COL,1976 Summer,1976,Montreal,Swimming,200 metres Backstroke,
Liliana Cian,F,16.0,160.0,53.0,Colombia,COL,1976 Summer,1976,Montreal,Swimming,100 metres Butterfly,
Carolina Colorado Henao,F,20.0,170.0,64.0,Colombia,COL,2008 Summer,2008,Beijing,Swimming,50 metres Freestyle,
Carolina Colorado Henao,F,20.0,170.0,64.0,Colombia,COL,2008 Summer,2008,Beijing,Swimming,100 metres Backstroke,
Carolina Colorado Henao,F,20.0,170.0,64.0,Colombia,COL,2008 Summer,2008,Beijing,Swimming,100 metres Butterfly,
Carolina Colorado Henao,F,24.0,170.0,64.0,Colombia,COL,2012 Summer,2012,London,Swimming,100 metres Backstroke,
Carolina Colorado Henao,F,24.0,170.0,64.0,Colombia,COL,2012 Summer,2012,London,Swimming,200 metres Backstroke,
Diego Alberto Colorado Agudelo,M,42.0,171.0,57.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,
Muriel Coneo Paredes,F,29.0,160.0,50.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,"1,500 metres",
Jairo Cubillos Ramrez,M,21.0,168.0,64.0,Colombia,COL,1976 Summer,1976,Montreal,Athletics,Marathon,
Nils Lauritz Dahl,M,25.0,174.0,63.0,Norway,NOR,1908 Summer,1908,London,Athletics,"1,500 metres",
Nils Lauritz Dahl,M,29.0,174.0,63.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,"Cross-Country, Individual",
Nils Lauritz Dahl,M,29.0,174.0,63.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,"Cross-Country, Team",
ivind Dahl,M,33.0,181.0,64.0,Norway,NOR,1984 Summer,1984,Los Angeles,Athletics,Marathon,
Irene Karine Dalby,F,17.0,181.0,73.0,Norway,NOR,1988 Summer,1988,Seoul,Swimming,400 metres Freestyle,
Irene Karine Dalby,F,17.0,181.0,73.0,Norway,NOR,1988 Summer,1988,Seoul,Swimming,800 metres Freestyle,
Irene Karine Dalby,F,17.0,181.0,73.0,Norway,NOR,1988 Summer,1988,Seoul,Swimming,400 metres Individual Medley,
Irene Karine Dalby,F,21.0,181.0,73.0,Norway,NOR,1992 Summer,1992,Barcelona,Swimming,200 metres Freestyle,
Irene Karine Dalby,F,21.0,181.0,73.0,Norway,NOR,1992 Summer,1992,Barcelona,Swimming,400 metres Freestyle,
Irene Karine Dalby,F,21.0,181.0,73.0,Norway,NOR,1992 Summer,1992,Barcelona,Swimming,800 metres Freestyle,
Irene Karine Dalby,F,25.0,181.0,73.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,400 metres Freestyle,
Irene Karine Dalby,F,25.0,181.0,73.0,Norway,NOR,1996 Summer,1996,Atlanta,Swimming,800 metres Freestyle,
Egil Danielsen,M,23.0,182.0,88.0,Norway,NOR,1956 Summer,1956,Melbourne,Athletics,Javelin Throw,Gold
Egil Danielsen,M,26.0,182.0,88.0,Norway,NOR,1960 Summer,1960,Roma,Athletics,Javelin Throw,
Mateo de Angulo Velasco,M,22.0,180.0,75.0,Colombia,COL,2012 Summer,2012,London,Swimming,400 metres Freestyle,
Olga Lucia de Angulo Irragorri,F,12.0,160.0,60.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,400 metres Freestyle,
Olga Lucia de Angulo Irragorri,F,12.0,160.0,60.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,800 metres Freestyle,
Olga Lucia de Angulo Irragorri,F,12.0,160.0,60.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,200 metres Individual Medley,
Olga Lucia de Angulo Irragorri,F,12.0,160.0,60.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,400 metres Individual Medley,
Olga Lucia de Angulo Irragorri,F,16.0,160.0,60.0,Colombia,COL,1972 Summer,1972,Munich,Swimming,200 metres Freestyle,
Olga Lucia de Angulo Irragorri,F,16.0,160.0,60.0,Colombia,COL,1972 Summer,1972,Munich,Swimming,400 metres Freestyle,
Olga Lucia de Angulo Irragorri,F,16.0,160.0,60.0,Colombia,COL,1972 Summer,1972,Munich,Swimming,800 metres Freestyle,
Olga Lucia de Angulo Irragorri,F,16.0,160.0,60.0,Colombia,COL,1972 Summer,1972,Munich,Swimming,200 metres Butterfly,
Atle Thorold Lancelot Douglas,M,24.0,192.0,79.0,Norway,NOR,1992 Summer,1992,Barcelona,Athletics,800 metres,
Atle Thorold Lancelot Douglas,M,28.0,192.0,79.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,800 metres,
Paola Duguet Duran,F,16.0,176.0,65.0,Colombia,COL,2004 Summer,2004,Athina,Swimming,400 metres Freestyle,
Paola Duguet Duran,F,16.0,176.0,65.0,Colombia,COL,2004 Summer,2004,Athina,Swimming,800 metres Freestyle,
John Ertzgaard,M,23.0,185.0,80.0,Norway,NOR,2000 Summer,2000,Sydney,Athletics,200 metres,
Olga E. Escalante,F,25.0,164.0,51.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,4 x 100 metres Relay,
Olga E. Escalante,F,25.0,164.0,51.0,Colombia,COL,1988 Summer,1988,Seoul,Athletics,4 x 400 metres Relay,
Pl Arne Fagernes,M,22.0,185.0,96.0,Norway,NOR,1996 Summer,1996,Atlanta,Athletics,Javelin Throw,
Pl Arne Fagernes,M,26.0,185.0,96.0,Norway,NOR,2000 Summer,2000,Sydney,Athletics,Javelin Throw,
Leif Roar Falkum,M,27.0,186.0,72.0,Norway,NOR,1976 Summer,1976,Montreal,Athletics,High Jump,
ngela Mara Figueroa Palacios,F,28.0,163.0,51.0,Colombia,COL,2012 Summer,2012,London,Athletics,"3,000 metres Steeplechase",
Parelius Normeyer Finnerud,M,23.0,172.0,59.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,"Cross-Country, Individual",
Parelius Normeyer Finnerud,M,23.0,172.0,59.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,"Cross-Country, Team",
Nils Nielsen Fixdal,M,22.0,166.0,59.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Long Jump,
Nils Nielsen Fixdal,M,22.0,166.0,59.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Triple Jump,
Lina Marcela Flrez Valencia,F,27.0,170.0,59.0,Colombia,COL,2012 Summer,2012,London,Athletics,100 metres Hurdles,
Kristen Flgstad,M,25.0,181.0,70.0,Norway,NOR,1972 Summer,1972,Munich,Athletics,Triple Jump,
Lars Oscar Fonbk (Olsen-),M,24.0,165.0,60.0,Norway,NOR,1912 Summer,1912,Stockholm,Athletics,Marathon,
Gunnar Johannes Fredriksen,M,21.0,181.0,70.0,Norway,NOR,1928 Summer,1928,Amsterdam,Athletics,Decathlon,
Julio Csar Galofre Montes,M,21.0,183.0,68.0,Colombia,COL,2008 Summer,2008,Beijing,Swimming,200 metres Freestyle,
Sandra Viviana Galvis Gmez,F,30.0,160.0,46.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,20 kilometres Walk,
Rosibel Garca Mena,F,27.0,171.0,62.0,Colombia,COL,2008 Summer,2008,Beijing,Athletics,800 metres,
Rosibel Garca Mena,F,31.0,171.0,62.0,Colombia,COL,2012 Summer,2012,London,Athletics,800 metres,
Audun Egil Garshol,M,20.0,180.0,75.0,Norway,NOR,1972 Summer,1972,Munich,Athletics,100 metres,
Audun Egil Garshol,M,20.0,180.0,75.0,Norway,NOR,1972 Summer,1972,Munich,Athletics,200 metres,
Gerard Nicolas Giraldo Villa,M,27.0,174.0,60.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics,Marathon,
Carmen Gmez Camacho,F,14.0,158.0,50.0,Colombia,COL,1968 Summer,1968,Mexico City,Swimming,100 metres Butterfly,
