Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Xiao Yanling,F,28.0,180.0,92.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Discus Throw,
Yan Jiankui,F,20.0,164.0,55.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,100 metres,
Yan Jiankui,F,20.0,164.0,55.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,200 metres,
Yang Siju,F,23.0,155.0,45.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"5,000 metres",
Yang Siju,F,23.0,155.0,45.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,"10,000 metres",
Yu Guohui,M,19.0,181.0,70.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,20 kilometres Walk,
Yuan Yuan,F,20.0,162.0,63.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,
Yuan Yuan,F,20.0,162.0,63.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Breaststroke,
Zeng Qiliang,M,21.0,174.0,72.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Breaststroke,
Zeng Qiliang,M,21.0,174.0,72.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,
Zhang Huiqiang,M,19.0,168.0,64.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,50 kilometres Walk,
Zhang Jian,F,20.0,162.0,50.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,800 metres,
Zhang Lianbiao,M,27.0,193.0,110.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Javelin Throw,
Zhao Lifeng,M,18.0,184.0,76.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Freestyle,
Zhao Lifeng,M,18.0,184.0,76.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,
Zhao Yi,M,17.0,186.0,81.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,100 metres Backstroke,
Zhao Yi,M,17.0,186.0,81.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,200 metres Backstroke,
Zhao Yi,M,17.0,186.0,81.0,China,CHN,1996 Summer,1996,Atlanta,Swimming,4 x 100 metres Medley Relay,
Zhao Yongsheng,M,26.0,172.0,62.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,50 kilometres Walk,
Zou Sixin,M,29.0,178.0,76.0,China,CHN,1996 Summer,1996,Atlanta,Athletics,Triple Jump,
