Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
Addis Abebe,M,21.0,160.0,50.0,Ethiopia,ETH,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",Bronze
Mara Abel Diguez,F,25.0,163.0,46.0,Spain,ESP,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Elvan Abeylegesse,F,25.0,159.0,40.0,Turkey,TUR,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Inga Eduardovna Abitova,F,26.0,164.0,58.0,Russia,RUS,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Glen Abrahams Martnez,M,22.0,179.0,72.0,Costa Rica,CRC,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Guy A. Abrahams,M,23.0,173.0,65.0,Panama,PAN,1976 Summer,1976,Montreal,Athletics,100 meters,
Harold Maurice Abrahams,M,20.0,183.0,75.0,Great Britain,GBR,1920 Summer,1920,Antwerpen,Athletics,100 meters,
Harold Maurice Abrahams,M,24.0,183.0,75.0,Great Britain,GBR,1924 Summer,1924,Paris,Athletics,100 meters,Gold
Mohamed Abu Abdullah,M,27.0,173.0,74.0,Bangladesh,BAN,2008 Summer,2008,Beijing,Athletics,100 meters,
Majed Abu Maraheel,M,33.0,180.0,76.0,Palestine,PLE,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Fartun Abukar Omar,F,18.0,170.0,58.0,Somalia,SOM,2004 Summer,2004,Athina,Athletics,100 meters,
Mohammed Abukhousa,M,23.0,170.0,67.0,Palestine,PLE,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Kariman Abuljadayel,F,22.0,180.0,70.0,Saudi Arabia,KSA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Claudia Acerenza Marez,F,22.0,160.0,55.0,Uruguay,URU,1988 Summer,1988,Seoul,Athletics,100 meters,
Idrissa Adam,M,27.0,178.0,79.0,Cameroon,CMR,2012 Summer,2012,London,Athletics,100 meters,
Marcus Adam,M,24.0,182.0,82.0,Great Britain,GBR,1992 Summer,1992,Barcelona,Athletics,100 meters,
Antoine Xavier Adams,M,23.0,180.0,79.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,London,Athletics,100 meters,
Antoine Xavier Adams,M,27.0,180.0,79.0,Saint Kitts and Nevis,SKN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
"Francis ""Frank"" Adams",M,26.0,169.0,68.0,Trinidad and Tobago,TTO,1980 Summer,1980,Moskva,Athletics,100 meters,
Ralph Andrew Adams,M,20.0,170.0,56.0,Canada,CAN,1928 Summer,1928,Amsterdam,Athletics,100 meters,
Jos Carlos Adn Arias,M,25.0,166.0,57.0,Spain,ESP,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Hamida Addche,M,28.0,164.0,56.0,France,FRA,1960 Summer,1960,Roma,Athletics,"10,000 meters",
Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Seoul,Athletics,100 meters,
Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Barcelona,Athletics,100 meters,
Olapade Charles Adeniken,M,26.0,186.0,78.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Berhane Adere Debala,F,22.0,170.0,50.0,Ethiopia,ETH,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Berhane Adere Debala,F,27.0,170.0,50.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Seoul,Athletics,100 meters,
Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Moskva,Athletics,100 meters,
Ilana Adir (-Kamarshik),F,19.0,165.0,58.0,Israel,ISR,1960 Summer,1960,Roma,Athletics,100 meters,
Christopher Silas Adolf,M,24.0,168.0,59.0,Palau,PLW,2000 Summer,2000,Sydney,Athletics,100 meters,
Martha Adusei,F,24.0,165.0,64.0,Canada,CAN,2000 Summer,2000,Sydney,Athletics,100 meters,
Hannah Afriyie,F,20.0,165.0,52.0,Ghana,GHA,1972 Summer,1972,Munich,Athletics,100 meters,
Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Seoul,Athletics,100 meters,
Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Seoul,Athletics,100 meters,
"Michael George Raymond ""Mike"" Agostini",M,21.0,171.0,66.0,Trinidad and Tobago,TTO,1956 Summer,1956,Melbourne,Athletics,100 meters,
Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Atlanta,Athletics,100 meters,
Fernando Aguilar Camacho,M,26.0,178.0,64.0,Spain,ESP,1964 Summer,1964,Tokyo,Athletics,"10,000 meters",
Florencio Aguilar Mejia,M,32.0,168.0,62.0,Panama,PAN,1992 Summer,1992,Barcelona,Athletics,100 meters,
Domingo Omar Aguilar Cardenas,M,24.0,171.0,62.0,Chile,CHI,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Jessica Carolina Aguilera Aguilera,F,23.0,167.0,57.0,Nicaragua,NCA,2008 Summer,2008,Beijing,Athletics,100 meters,
Feta Ahamada,F,21.0,160.0,50.0,Comoros,COM,2008 Summer,2008,Beijing,Athletics,100 meters,
Feta Ahamada,F,25.0,160.0,50.0,Comoros,COM,2012 Summer,2012,London,Athletics,100 meters,
Clarice Ahanotu,F,25.0,165.0,51.0,Nigeria,NGR,1964 Summer,1964,Tokyo,Athletics,100 meters,
"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Tokyo,Athletics,100 meters,
"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Mexico City,Athletics,100 meters,
Toivo Eemil Ahjopalo (Andelin-),M,23.0,174.0,69.0,Finland,FIN,1936 Summer,1936,Berlin,Athletics,100 meters,
Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Montreal,Athletics,100 meters,
Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,London,Athletics,100 meters,
Mohammed Ahmed,M,21.0,182.0,56.0,Canada,CAN,2012 Summer,2012,London,Athletics,"10,000 meters",
Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Shamha Ahmed,F,18.0,150.0,42.0,Maldives,MDV,2000 Summer,2000,Sydney,Athletics,100 meters,
Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Seoul,Athletics,100 meters,
Murielle Ahour,F,24.0,165.0,58.0,Cote d'Ivoire,CIV,2012 Summer,2012,London,Athletics,100 meters,
Murielle Ahour,F,28.0,165.0,58.0,Cote d'Ivoire,CIV,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Michelle-Lee Raquel Ahye,F,20.0,160.0,64.0,Trinidad and Tobago,TTO,2012 Summer,2012,London,Athletics,100 meters,
Michelle-Lee Raquel Ahye,F,24.0,160.0,64.0,Trinidad and Tobago,TTO,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
"Ingeborg ""Inge"" Aigner (-Weichert)",F,21.0,172.0,67.0,Austria,AUT,1964 Summer,1964,Tokyo,Athletics,100 meters,
Michael Christopher Aish,M,24.0,175.0,60.0,New Zealand,NZL,2000 Summer,2000,Sydney,Athletics,"10,000 meters",
Souad At Salem (-Mahour-Bacha),F,25.0,158.0,50.0,Algeria,ALG,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Chioma Ajunwa (-Opara),F,24.0,164.0,57.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Yukiko Akaba,F,28.0,158.0,43.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Oyeronke Akindele,F,22.0,166.0,55.0,Nigeria,NGR,1968 Summer,1968,Mexico City,Athletics,100 meters,
Eric Akogyiram,M,23.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Barcelona,Athletics,100 meters,
Boay Akonay,M,18.0,168.0,62.0,Tanzania,TAN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976,Montreal,Athletics,100 meters,
Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics,100 meters,
Semra Aksu (-Bayan),F,22.0,184.0,75.0,Turkey,TUR,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Shirin Akter,F,21.0,159.0,50.0,Bangladesh,BAN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Kozu Akutsu,M,27.0,162.0,51.0,Japan,JPN,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Montreal,Athletics,100 meters,
Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Seoul,Athletics,100 meters,
Abdullah Hussein Al-Dosari,M,27.0,165.0,54.0,Bahrain,BRN,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Basma Al-Eshosh,F,26.0,172.0,65.0,Jordan,JOR,2004 Summer,2004,Athina,Athletics,100 meters,
Khalid Ahmed Al-Estashi,M,18.0,155.0,65.0,Yemen,YEM,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Rakia Al-Gassra,F,21.0,170.0,65.0,Bahrain,BRN,2004 Summer,2004,Athina,Athletics,100 meters,
Ali Saleh Al-Ghadi,M,31.0,160.0,54.0,North Yemen,YAR,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Shinoona Salah Al-Habsi,F,19.0,162.0,60.0,Oman,OMA,2012 Summer,2012,London,Athletics,100 meters,
Khalil Ahmed Al-Hanahneh,M,24.0,171.0,70.0,Jordan,JOR,2004 Summer,2004,Athina,Athletics,100 meters,
Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,OMA,2012 Summer,2012,London,Athletics,100 meters,
Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,Oman,OMA,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Mahmoud Awad Sress Al-Hasini,M,25.0,185.0,67.0,Jordan,JOR,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Mariam Mohamed Hadj Al-Hilli,F,16.0,,45.0,Bahrain,BRN,2000 Summer,2000,Sydney,Athletics,100 meters,
Mansour Farhan Al-Juaid,M,24.0,175.0,62.0,Saudi Arabia,KSA,1972 Summer,1972,Munich,Athletics,100 meters,
Hajar Saeed Saad Sowaid Al-Khaldi,F,21.0,160.0,45.0,Bahrain,BRN,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Seoul,Athletics,100 meters,
Noor Hussain Al-Malki,F,17.0,155.0,43.0,Qatar,QAT,2012 Summer,2012,London,Athletics,100 meters,
Ahmed Hadib Al-Moamari Bashir,M,19.0,170.0,62.0,Oman,OMA,1992 Summer,1992,Barcelona,Athletics,100 meters,
Abdul Majeed Al-Mosawi,M,18.0,165.0,65.0,Kuwait,KUW,1980 Summer,1980,Moskva,Athletics,100 meters,
Danah Al-Nasrallah,F,16.0,149.0,45.0,Kuwait,KUW,2004 Summer,2004,Athina,Athletics,100 meters,
Moukheld Mahil F. Al-Outaibi,M,36.0,163.0,60.0,Saudi Arabia,KSA,2012 Summer,2012,London,Athletics,"10,000 meters",
Alyan Sultan Ali Al-Qahtani,M,24.0,165.0,58.0,Saudi Arabia,KSA,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Jamal Abdullah Al-Saffar,M,24.0,175.0,70.0,Saudi Arabia,KSA,1996 Summer,1996,Atlanta,Athletics,100 meters,
Jamal Abdullah Al-Saffar,M,28.0,175.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Sydney,Athletics,100 meters,
Mohamed Al-Sehly,M,21.0,165.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Montreal,Athletics,100 meters,
Raja Faradj Al-Shalawi,M,30.0,177.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Montreal,Athletics,"10,000 meters",
Abdullah Said Al-Sooli,M,25.0,172.0,73.0,Oman,OMA,2008 Summer,2008,Beijing,Athletics,100 meters,
Salem Mubarak M. Al-Yami,M,22.0,170.0,65.0,Saudi Arabia,KSA,2004 Summer,2004,Athina,Athletics,100 meters,
Buthayna Eid Al-Yaqoubi,F,17.0,155.0,45.0,Oman,OMA,2008 Summer,2008,Beijing,Athletics,100 meters,
Lea Alaerts,F,22.0,163.0,54.0,Belgium,BEL,1976 Summer,1976,Montreal,Athletics,100 meters,
Souhalia Alamou,M,24.0,177.0,78.0,Benin,BEN,2004 Summer,2004,Athina,Athletics,100 meters,
Amelita Alanes (-Saberon),F,20.0,158.0,50.0,Philippines,PHI,1972 Summer,1972,Munich,Athletics,100 meters,
Vyacheslav Nikolayevich Alanov,M,28.0,172.0,59.0,Soviet Union,URS,1968 Summer,1968,Mexico City,Athletics,"10,000 meters",
Issa Alassane-Oussni,M,27.0,180.0,76.0,Benin,BEN,1988 Summer,1988,Seoul,Athletics,100 meters,
Janice Alatoa,F,23.0,166.0,55.0,Vanuatu,VAN,2012 Summer,2012,London,Athletics,100 meters,
Jos Luis Albarrn Calles,M,25.0,165.0,68.0,Spain,ESP,1960 Summer,1960,Roma,Athletics,100 meters,
Eduardo Luis Albe,M,28.0,172.0,66.0,Argentina,ARG,1928 Summer,1928,Amsterdam,Athletics,100 meters,
Jos Manuel Albentosa Ferrer,M,24.0,172.0,56.0,Spain,ESP,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Ebbe Gustav Bertil Albertsson (-Andersson),M,26.0,177.0,67.0,Sweden,SWE,1948 Summer,1948,London,Athletics,"10,000 meters",Bronze
Ebbe Gustav Bertil Albertsson (-Andersson),M,30.0,177.0,67.0,Sweden,SWE,1952 Summer,1952,Helsinki,Athletics,"10,000 meters",
Emmy Albus (-Liersch),F,24.0,172.0,57.0,Germany,GER,1936 Summer,1936,Berlin,Athletics,100 meters,
Luis Alers Acevedo,M,21.0,175.0,72.0,Puerto Rico,PUR,1972 Summer,1972,Munich,Athletics,100 meters,
J'maal Alexander,M,18.0,178.0,64.0,British Virgin Islands,IVB,2012 Summer,2012,London,Athletics,100 meters,
"Niconnor ""Nico"" Alexander",M,23.0,170.0,69.0,Trinidad and Tobago,TTO,2000 Summer,2000,Sydney,Athletics,100 meters,
"Niconnor ""Nico"" Alexander",M,27.0,170.0,69.0,Trinidad and Tobago,TTO,2004 Summer,2004,Athina,Athletics,100 meters,
Shahrudin Mohamed Ali,M,19.0,170.0,62.0,Malaya,MAL,1960 Summer,1960,Roma,Athletics,100 meters,
mile Ali Khan,M,17.0,180.0,69.0,France,FRA,1920 Summer,1920,Antwerpen,Athletics,100 meters,
Cora Alicto,F,28.0,168.0,59.0,Guam,GUM,2008 Summer,2008,Beijing,Athletics,100 meters,
Deji Aliu,M,20.0,187.0,75.0,Nigeria,NGR,1996 Summer,1996,Atlanta,Athletics,100 meters,
Deji Aliu,M,24.0,187.0,75.0,Nigeria,NGR,2000 Summer,2000,Sydney,Athletics,100 meters,
Deji Aliu,M,28.0,187.0,75.0,Nigeria,NGR,2004 Summer,2004,Athina,Athletics,100 meters,
Liliana Allen Doll (-de Martnez),F,22.0,170.0,62.0,Cuba,CUB,1992 Summer,1992,Barcelona,Athletics,100 meters,
Liliana Allen Doll (-de Martnez),F,34.0,170.0,62.0,Mexico,MEX,2004 Summer,2004,Athina,Athletics,100 meters,
Mosi Alli,F,19.0,159.0,51.0,Tanzania,TAN,1980 Summer,1980,Moskva,Athletics,100 meters,
Stanley Fabian Allotey,M,21.0,171.0,67.0,Ghana,GHA,1964 Summer,1964,Tokyo,Athletics,100 meters,
Amandine Allou Affou,F,23.0,160.0,52.0,Cote d'Ivoire,CIV,2004 Summer,2004,Athina,Athletics,100 meters,
Amandine Allou Affou,F,27.0,160.0,52.0,Cote d'Ivoire,CIV,2008 Summer,2008,Beijing,Athletics,100 meters,
"Rose ""Rosie"" Allwood (-Morrison)",F,19.0,163.0,54.0,Jamaica,JAM,1972 Summer,1972,Munich,Athletics,100 meters,
"Rose ""Rosie"" Allwood (-Morrison)",F,23.0,163.0,54.0,Jamaica,JAM,1976 Summer,1976,Montreal,Athletics,100 meters,
"Rose ""Rosie"" Allwood (-Morrison)",F,27.0,163.0,54.0,Jamaica,JAM,1980 Summer,1980,Moskva,Athletics,100 meters,
Mwalimu Ally,M,27.0,177.0,68.0,Tanzania,TAN,1980 Summer,1980,Moskva,Athletics,100 meters,
Amarildo Almeida,M,20.0,182.0,63.0,Guinea Bissau,GBS,1996 Summer,1996,Atlanta,Athletics,100 meters,
Ana Isabel Alonso Nieto,F,25.0,152.0,46.0,Spain,ESP,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Javier lvarez Salgado,M,28.0,171.0,57.0,Spain,ESP,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Cleide Amaral,F,29.0,165.0,68.0,Brazil,BRA,1996 Summer,1996,Atlanta,Athletics,100 meters,
Golam Ambia,M,26.0,170.0,68.0,Bangladesh,BAN,1992 Summer,1992,Barcelona,Athletics,100 meters,
Koukou Franck Amgnigan,M,25.0,181.0,76.0,Togo,TOG,1996 Summer,1996,Atlanta,Athletics,100 meters,
Hamoud Ameur,M,28.0,171.0,59.0,France,FRA,1960 Summer,1960,Roma,Athletics,"10,000 meters",
Jean-Claude Amoureux,M,20.0,170.0,62.0,France,FRA,1976 Summer,1976,Montreal,Athletics,100 meters,
"Daniel ""Dan"" Amuke",M,22.0,180.0,69.0,Kenya,KEN,1972 Summer,1972,Munich,Athletics,100 meters,
"Erasmus Samuel A. O. ""Sam"" Amukun",M,19.0,169.0,64.0,Uganda,UGA,1960 Summer,1960,Roma,Athletics,100 meters,
Mohamed Amyn,M,28.0,168.0,53.0,Morocco,MAR,2004 Summer,2004,Athina,Athletics,"10,000 meters",
Jon Peter Anderson,M,22.0,187.0,72.0,United States,USA,1972 Summer,1972,Munich,Athletics,"10,000 meters",
Shani Anderson,F,25.0,176.0,64.0,Great Britain,GBR,2000 Summer,2000,Sydney,Athletics,100 meters,
Daniel Andr,M,18.0,178.0,70.0,Mauritius,MRI,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Nilson de Oliveira Andr,M,26.0,172.0,72.0,Brazil,BRA,2012 Summer,2012,London,Athletics,100 meters,
Pavlo Andriyovych Andreiev,M,28.0,167.0,54.0,Soviet Union,URS,1972 Summer,1972,Munich,Athletics,"10,000 meters",
"Jessica ""Jess"" Andrews (-Martin)",F,23.0,168.0,52.0,Great Britain,GBR,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Arere Anentia,M,,175.0,67.0,Kenya,KEN,1960 Summer,1960,Roma,Athletics,"10,000 meters",
Vida Anim,F,20.0,162.0,60.0,Ghana,GHA,2004 Summer,2004,Athina,Athletics,100 meters,
Vida Anim,F,24.0,162.0,60.0,Ghana,GHA,2008 Summer,2008,Beijing,Athletics,100 meters,
Vera Vasilyevna Anisimova (Mikheyeva-),F,24.0,167.0,52.0,Soviet Union,URS,1976 Summer,1976,Montreal,Athletics,100 meters,
Vera Vasilyevna Anisimova (Mikheyeva-),F,28.0,167.0,52.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics,100 meters,
Alice Annum,F,23.0,163.0,44.0,Ghana,GHA,1972 Summer,1972,Munich,Athletics,100 meters,
Seraphino Antao,M,22.0,180.0,75.0,Kenya,KEN,1960 Summer,1960,Roma,Athletics,100 meters,
Seraphino Antao,M,26.0,180.0,75.0,Kenya,KEN,1964 Summer,1964,Tokyo,Athletics,100 meters,
Salvatore Antibo,M,22.0,170.0,52.0,Italy,ITA,1984 Summer,1984,Los Angeles,Athletics,"10,000 meters",
Salvatore Antibo,M,26.0,170.0,52.0,Italy,ITA,1988 Summer,1988,Seoul,Athletics,"10,000 meters",Silver
Salvatore Antibo,M,30.0,170.0,52.0,Italy,ITA,1992 Summer,1992,Barcelona,Athletics,"10,000 meters",
Aleksandras Antipovas,M,25.0,170.0,62.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
Abel Antn Rodrigo,M,33.0,178.0,61.0,Spain,ESP,1996 Summer,1996,Atlanta,Athletics,"10,000 meters",
Franco Antonelli,M,26.0,173.0,72.0,Italy,ITA,1960 Summer,1960,Roma,Athletics,"10,000 meters",
Aleksandr Aleksandrovich Anufriyev,M,26.0,167.0,63.0,Soviet Union,URS,1952 Summer,1952,Helsinki,Athletics,"10,000 meters",Bronze
Chamleunesouk Ao-Oudomphonh,M,25.0,168.0,51.0,Laos,LAO,2004 Summer,2004,Athina,Athletics,100 meters,
Shinji Aoto,M,25.0,178.0,73.0,Japan,JPN,1992 Summer,1992,Barcelona,Athletics,100 meters,
"William Reuben ""Willie"" Applegarth",M,21.0,170.0,59.0,Great Britain,GBR,1912 Summer,1912,Stockholm,Athletics,100 meters,
Alice Aprot Nawowuna,F,22.0,152.0,54.0,Kenya,KEN,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
Enrique Aquino Busquets,M,30.0,165.0,51.0,Mexico,MEX,1980 Summer,1980,Moskva,Athletics,"10,000 meters",
Daphne Arden (-Slater),F,22.0,167.0,60.0,Great Britain,GBR,1964 Summer,1964,Tokyo,Athletics,100 meters,
Juan Argello Sandoval,M,21.0,155.0,55.0,Nicaragua,NCA,1968 Summer,1968,Mexico City,Athletics,100 meters,
Hussain Arif,M,23.0,170.0,68.0,Pakistan,PAK,1992 Summer,1992,Barcelona,Athletics,100 meters,
Polat Kemboi Arkan,M,21.0,175.0,59.0,Turkey,TUR,2012 Summer,2012,London,Athletics,"10,000 meters",
Polat Kemboi Arkan,M,25.0,175.0,59.0,Turkey,TUR,2016 Summer,2016,Rio de Janeiro,Athletics,"10,000 meters",
"Heather Joy Armitage (-Young, -McClelland)",F,19.0,171.0,64.0,Great Britain,GBR,1952 Summer,1952,Helsinki,Athletics,100 meters,
"Heather Joy Armitage (-Young, -McClelland)",F,23.0,171.0,64.0,Great Britain,GBR,1956 Summer,1956,Melbourne,Athletics,100 meters,
Ainsley Edward Armstrong,M,19.0,180.0,70.0,Trinidad and Tobago,TTO,1972 Summer,1972,Munich,Athletics,100 meters,
Ainsley Edward Armstrong,M,23.0,180.0,70.0,Trinidad and Tobago,TTO,1976 Summer,1976,Montreal,Athletics,100 meters,
Paul Arpin,M,28.0,170.0,55.0,France,FRA,1988 Summer,1988,Seoul,Athletics,"10,000 meters",
Jos Javier Arqus Ferrer,M,24.0,181.0,74.0,Spain,ESP,1984 Summer,1984,Los Angeles,Athletics,100 meters,
Jos Javier Arqus Ferrer,M,28.0,181.0,74.0,Spain,ESP,1988 Summer,1988,Seoul,Athletics,100 meters,
Christine Arron,F,27.0,177.0,64.0,France,FRA,2000 Summer,2000,Sydney,Athletics,100 meters,
Christine Arron,F,30.0,177.0,64.0,France,FRA,2004 Summer,2004,Athina,Athletics,100 meters,
Christine Arron,F,34.0,177.0,64.0,France,FRA,2008 Summer,2008,Beijing,Athletics,100 meters,
Peninah Arusei Jerop,F,29.0,165.0,51.0,Kenya,KEN,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Tatyana Alekseyevna Aryasova (Khmeleva-),F,29.0,168.0,50.0,Russia,RUS,2008 Summer,2008,Beijing,Athletics,"10,000 meters",
Nobuharu Asahara,M,24.0,179.0,76.0,Japan,JPN,1996 Summer,1996,Atlanta,Athletics,100 meters,
Nobuharu Asahara,M,32.0,179.0,76.0,Japan,JPN,2004 Summer,2004,Athina,Athletics,100 meters,
Nobuharu Asahara,M,36.0,179.0,76.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics,100 meters,
Charles Asati,M,22.0,178.0,68.0,Kenya,KEN,1968 Summer,1968,Mexico City,Athletics,100 meters,
Fana Ashby,F,19.0,168.0,67.0,Trinidad and Tobago,TTO,2000 Summer,2000,Sydney,Athletics,100 meters,
Fana Ashby,F,23.0,168.0,67.0,Trinidad and Tobago,TTO,2004 Summer,2004,Athina,Athletics,100 meters,
Evelyn Ashford (-Washington),F,19.0,165.0,52.0,United States,USA,1976 Summer,1976,Montreal,Athletics,100 meters,
Evelyn Ashford (-Washington),F,27.0,165.0,52.0,United States,USA,1984 Summer,1984,Los Angeles,Athletics,100 meters,Gold
Evelyn Ashford (-Washington),F,31.0,165.0,52.0,United States,USA,1988 Summer,1988,Seoul,Athletics,100 meters,Silver
Evelyn Ashford (-Washington),F,35.0,165.0,52.0,United States,USA,1992 Summer,1992,Barcelona,Athletics,100 meters,
Nickel Ashmeade,M,26.0,183.0,77.0,Jamaica,JAM,2016 Summer,2016,Rio de Janeiro,Athletics,100 meters,
Ismail Mohamed Asif Waheed,M,20.0,162.0,52.0,Maldives,MDV,1988 Summer,1988,Seoul,Athletics,100 meters,
Arvo Askola,M,26.0,174.0,65.0,Finland,FIN,1936 Summer,1936,Berlin,Athletics,"10,000 meters",Silver
